uid,need_date,device_id
tm:0014522da62048aa965116620c75e009,5,dev:d41810241a2248909e4eaa3ff4bf45ba
tm:004c7ff8af284caa9f25ee4dd0bc2c75,2,dev:844af99cc28743988cb038269ac39f0f
tm:00649e0d6f0040fdb3c84485b0f63d37,5,dev:472fa9bd7d5142b18264c181ebd6b1ed
tm:007043ffd5eb4b1e86e0990db29538e4,2,dev:eaff04133ac448faa27676038b526ccd
tm:00b1c4b5c529420d9586f09f870fd3bf,5,dev:eb4392a034f244d9b2524aa441a1cc59
tm:01048bffde31433aa381200eba3e440f,5,dev:75c6b5b5c5f849c3b4289b168988fc7e
tm:0124678210ba4428a2c21d6b34b9c27f,3,dev:f125808c65ff42d5a947ab607ccebdce
tm:012d11975a43487aad2b829ba2a93444,5,dev:f8de78ff7dbb4c91a4f0ecd719739fa2
tm:0175c5d7b407491c81dc9c2db154bd20,5,dev:64828c9207eb4f399b7f61a1c370486b
tm:017aebc595444b68863cc5985c0fd77b,5,dev:86776e45807d425bbfc8efb142fa0ec0
tm:0186e7cd5b414e92b1fdf75cf584dac3,5,dev:029c25b033a34448ba9583d4b370ce67
tm:019a3e85cbf44c569f8745db41d242e9,5,dev:6103300bd52843b2a84fbb9d931a3ff4
tm:01be401264b446db9408b898adc29554,5,dev:d5b534dd3c084a9fb5d93cf8543710d6
tm:021416f326ab4e68b52ebf1ac897dff2,5,dev:2ccf279cd1b349c08b24fade60075b99
tm:0234f020f18040bc994a5dc57e2962c2,10,dev:aef9fc43fa544ce3a304b37a9fa1adf4
tm:0255a91468ba41518503c705fa1295ef,9,dev:5836831786764c56a66a9292186d6363
tm:0261fc92524946b59dc348f5040bc435,8,dev:c96e9ddefb034ed68d5c99c73aa2f1dc
tm:026ede7d9f4945c99e5678053e498036,5,dev:bce331799e674f1e9751cb86e53919dd
tm:0292a57f43024c0ebb3ffa3f632a5f27,3,dev:73aa800746fe4fbdb94374457b3aa01b
tm:02df1242559b45d2a5dd834bbd62c2bf,5,dev:02e6d756ef1d4b0a9de51dbd87066a89
tm:02f8d9bfc2264aa6bbe47868879d8893,5,dev:961a80c165aa44f98ef0655c1067e98e
tm:0325fcea829444fb94a5819892727d4d,5,dev:cb45e94f66d348dba21c19332ece9f4f
tm:03476bcb829a43e7b1ab4c57ae194311,5,dev:e7ac730d62144ccc9d77552df382d796
tm:035ee1c16070425c95cf129431345a73,5,dev:05fbff02c2124afeb02b80913ac86e43
tm:0366451544f4483eb0b33d37c2a206dd,5,dev:e7ace985af1a44fb81bebc6fb4ffb6ec
tm:03b4d03baef348c79fd0f4f3e550e714,6,dev:6fabd6aa6e9348fa8172212d1daa4bed
tm:03c3d81836d049c58f016868eecaa8aa,5,dev:28309436eaac4afca8d5af7fb572f32e
tm:03ca2e9578814f25a527217164fe66a9,11,dev:49988e0d51f54d1f83802eced9e96d5e
tm:03d7ad50469b489e836c598a8e249159,5,dev:fb0a88f6c805407d890427a869cbea79
tm:03e1112856fa47aaa83b31520824cdaa,6,dev:cd2205aafd244f868bce21aa5531fbdf
tm:03f2891366514783ae97627ef8d9309e,6,dev:96e3890e80cc49cfae406477e764392b
tm:03fb57b7aa904b3f878096d96eb6adea,4,dev:84eff55cd24c4b29b79d24462cdd8df6
tm:0412d92731ae488b9d3ccd177b482e96,2,dev:076f94a02bb14625ac0bd12b21e39b6f
tm:04160b11fd284d65843d0c27b0ed8f1e,5,dev:3796f84b950f4effa8fc338126f93eac
tm:0489af3ea0e6491fa4265f327921d268,8,dev:dff8df132dfa499abfe3ef5305d006ab
tm:048bd9eb817b4ef792895d7242e0a3df,5,dev:28dcb5ee9e3a446ba72d6f8f9acde555
tm:04e4dcfef91e437ca5fb34ec0cf04934,5,dev:832966c8e8674bdca7f5c776e83c0b55
tm:052a2ee7787241228ea26ebb0b8cdb91,5,dev:ccc3e8cf09e24911a7d607eb179b02a5
tm:053c1ba7404540d38e5ed59f6e2df8c8,11,dev:afab35bf4a7849289a13788d43fc21d3
tm:054c2ef42afc4eae9420c9e98a207cac,4,dev:dd6d719230754cce938736c79a367501
tm:0566a013274748d59a635c43d486b53c,5,dev:02808c372db5421ab3e6b9a4b616672e
tm:05860b8e4e1c42b7868659571d4012c7,5,dev:c15d5d21475642169d84216ccc076829
tm:05994129a8dd43dd9336b43f2c8bbef9,5,dev:0fc9743104f948dba69bd000cbb1c5c7
tm:05c13b69437843cfa98a02dcc4f8bc7d,9,dev:4b0ad51ad2424feeadf4d52ddc9b1e31
tm:05fd0a51387c43d8a7671bd1e029c151,5,dev:840506e3998f48fb80ecff9b59373e47
tm:0604339e0fd941e7a13879f381c48277,5,dev:82907c256e0746d39ca3e785d4c83218
tm:06062ed94e5c448195cdc8a20a741e8e,12,dev:74f4b4687a9f405792446c4c48dcc5f2
tm:063b3359886d47c692d4e2c2f37fdaea,5,dev:d48c3c9bc7c742f8997811c89fa80333
tm:06567c30efb54caab3fe588ac9308070,14,dev:bd5af92e57424babb327128fdcea2f7a
tm:0687971f5a94447b8403ccd940029dda,5,dev:c7576c277f384503bce61a2563dc1ac9
tm:06b022407e0a432789a6014bc73fcd28,5,dev:8c50aa1eac3948fdafd84006258aff8a
tm:06b2c2f383e14c208aad92be3f329304,5,dev:240a925d07ec4ce3ae715b20899dfdfc
tm:06e06c180ae04837887913966499df40,15,dev:281e3f99ddc949a6b4f3d8216846e21d
tm:06f18271b5584d1691850d183d7956cc,4,dev:5d722dd6f2ee4a18915382b5f4b1f6a1
tm:0712d054cd014033af211427bdf1984c,5,dev:af3d2e1242f34f3bb655026b97c8c49d
tm:0744530286a642d0aa18c4dbbf89082a,12,dev:4c83ff7e67a344f385c44d9625a13366
tm:074c76eba66946ac9f6e27035732a80a,4,dev:77edd5df4fc14a01b992400975931bf8
tm:07512329e84841bc8b098110a76e36e5,11,dev:642b2da02ab744cb85a2db7888f6ee85
tm:07f3ad6578d044d1ab9d47b01d8d50b6,5,dev:469b2ebc55ee4c18a48dc6c4acab1a97
tm:0884a30421844b40872992d828fdb571,5,dev:135dd6992a17436c8a95434f79690c28
tm:089972cfddff461e863c7c98032bf93d,13,dev:c9859d06083447bd9f6642344509d1fc
tm:09120547f3e64df7bba6c4d9e1df16dc,5,dev:93f352e739614855acd4a3b8e8dda93d
tm:09934d89f538488cb6e19a42439fbf27,5,dev:ca7a19fa2904459bb95781142a9f7516
tm:099807fc395c4e38b31fca7cfe1726c7,5,dev:dd3bfac7b7ad4d31945a294e85ecaa3d
tm:09cf786526004634b7692803ce762afd,5,dev:485ef6542be54861adced6d99bc7a1bd
tm:09e69d61c6114d4d8a350d303a269a64,5,dev:e8c64412c7bd4fbfa74ea2f9e732384c
tm:09ea2160ada4455da2f93e397dea54b3,5,dev:f1904e655c5c4f328ee2013cfef22e1c
tm:09ea5d688573414aa4f7dd79b88fc2fe,5,dev:3af2cd52eb9044aaacfc7c0fada06217
tm:09ee729e3795401bb990389541c6c929,5,dev:81a272c27a8341d09ad07d211d48b4b2
tm:0a3f13ce7bd4407e8c5e158701e879c2,1,dev:a70e400e570c42518fe7788a54710b94
tm:0b0750c52c1f40a28dadc15a362eea72,4,dev:10f565d3984e43a7abce8a27f7dd3c3c
tm:0b0b2d8e76394a00a711953e67f54cf0,5,dev:1deeabe9c1a74f1390ccc9c4e17dccb7
tm:0b0c79a47d3e492faf97909c8ce3d9a9,5,dev:3fe8bcb5933b4557ab55d56183b6bb6a
tm:0b7bdd95350d4679a298e1304b82bbad,11,dev:270b648fc0034445af603559aec604f0
tm:0b830bf3d41d4e729719785d5e3fe714,5,dev:e1496775dca14af49ce324e013b82e98
tm:0b835c30552a43179b2ef4899459651a,3,dev:ba204a3e23be4cad97a729ec46483867
tm:0b946c877ba24a1a8a55d05bc5b8835d,12,dev:70e2911981684ee7b35a94e035368327
tm:0bdad70a4d52430994540aaecbcf6b43,5,dev:1383d2bf20164f2b844f7b08509a6d6c
tm:0c28707f013e4964bd82738f4fa19c06,7,dev:5f415811c86e4e2d841f1fb49a74fe00
tm:0c49958ba7e944fcab02f7064ab95056,5,dev:66384c841b9f49c791cf37dadab6deb3
tm:0c4a11f8c1e544db85ca6c6778ff7ff6,15,dev:3dbde55eac5e41e6a05d5be8981920ed
tm:0c60b51b5c36430d876f1af45c21ebeb,15,dev:281e3f99ddc949a6b4f3d8216846e21d
tm:0cafa0e8f7f84de890d862bd878e0075,5,dev:96e3890e80cc49cfae406477e764392b
tm:0d1e68df566d4e949da3e93d0d9386df,4,dev:70d9e2b2af2c421580826e93c900ea8c
tm:0d32f8333d5840c69bdd0a2de1dc3806,3,dev:1c0fe4311bcd40bcbc909c777f2fc40f
tm:0d33398b7d554d6b897367f74340ba10,5,dev:0345fdb4d9194567a2c9925a2a920885
tm:0d54fbbac10141fc99a80c32c5141107,5,dev:471d5a987ee146e195b7678578754d3d
tm:0d6f62e481504ef4bb825686bdcd6cb7,5,dev:4cec26fa65ae4b358fded8c6d88529a6
tm:0dcf632221494509b0372a8126d7e0e1,5,dev:ae3075d5b6024e3590fdc04bf508b7f3
tm:0e0089db3f924e1ba7bd3126b0908d5f,15,dev:0ca0d4797d364c73920069a12886210c
tm:0e2409f04d9b4158b62f202a03a01808,3,dev:1c0fe4311bcd40bcbc909c777f2fc40f
tm:0e5e810e013f456dbdfd78453d9b2162,9,dev:99c4da3389df4c7bb9fe91c25ad7eaf8
tm:0e6cff90644a4721998fd69c249e26a0,7,dev:93ab0662a6bf44819e36036e6503118a
tm:0e7aa91a97734d31a606667f6851d885,4,dev:0b686c20f53448b6a3044b8656e31ffb
tm:0ef98ba697774dc095bdf96feddecb5c,5,dev:9fca9825a35d4ebfb9dcd156d30c0dce
tm:0f207ed9452740a6b725a781b6af76e1,5,dev:5f3a72ba6ba54d5db9974bdb648e80ea
tm:0f3bc202dd2841fb9be4ceead2a3bbf2,5,dev:43ffd39e13d54c0bb33d35569777388b
tm:0f42f318691444479040d4d98f7efe39,5,dev:46ec4ba04fa84d2794879a941d5e06b4
tm:0f7690136afd40a3859ea7c880e59621,5,dev:02808c372db5421ab3e6b9a4b616672e
tm:0fa3799135a942aa978b8938bef0aac4,5,dev:243c6aca9d304b59b6b64857deb44874
tm:0faeee8bdbac4be49dd6ea728d951147,5,dev:d2564a67f7414b989711813ccac54389
tm:0fcfe050ede0455f93d6a408ba950e53,5,dev:9dd282e8cb024fd59614c36510ac75f4
tm:0ff04aba85404686acce53e85c800c9a,13,dev:e7c97833013c4f8da2d92ed356ea0fc9
tm:0ff329a7b29144d4b53812b9ee7fb4c4,5,dev:124c8366bd5c49aea795b795d08d050b
tm:1009acaf9fa3454ca71a4644701a8d04,3,dev:5d3d7e905169471d88f2b757b9297a31
tm:100ba34b580840a58551837f7d6b9912,5,dev:33e56f975613439581e8a5cf9a55a94b
tm:10175d04b0c1427eb52cb4f82e88eacc,5,dev:7d3e81be1ed9495da6f3c206e273223b
tm:101f554301e6460b93cdc76a0b450c28,14,dev:2b57114599e244ca826332970993d75f
tm:108a52afc97c43d783a5f9029c18832d,5,dev:eb60bbffd3504ab1ae2894f00a2094b9
tm:10a418c74ed84d38b3a442c2dc596e80,5,dev:d5b534dd3c084a9fb5d93cf8543710d6
tm:10af62a2678248958f58556335fb0038,9,dev:553476642aaf44dab5d0960593a6821d
tm:10f7d7f4ec4f4ecf95e0e8a60d570fa0,12,dev:95cfc83e43f34767bea47975adc06f1c
tm:110e974929cc4922b2e8b2cdd9d4a6c5,5,dev:f81fb98172c3491191bf2be2e39f7873
tm:1137126f0c134b8689986fe1430375c0,10,dev:881c779bf1924022a4a4ee44ccb09b95
tm:1143928d6c544eea8488e1628326136b,5,dev:6597ba21ba96428681da36087751fc8b
tm:114b004168ed4121811e8afd0d086b22,12,dev:d79d10b566994204abb2fd7ee087f3e8
tm:1165ca536a7c448cb479d92774e33a6e,7,dev:6f67f2af0ccd49aba5b7364de4d16cc9
tm:11740541ba074b21bf058f6d82178fb0,5,dev:3f181579e18143c286a8e6cd302df3e5
tm:1182d2f6198640549365f728c0db3b03,5,dev:08b4057ae2cd465897aa09bbd4d55ab4
tm:119dd065ecc749399511229994933372,13,dev:47ca5ceae51947c2b3b7a4e70afbdd7a
tm:11d5ba7dd3854e9b9d5a1cf0276d45ab,9,dev:fa9565745a934f769fcc0a583f2db4ff
tm:11e5f38fcc0e47db89cf000037eed8df,5,dev:64a325ad1d404310ad5e2b31ee68cd74
tm:11eaedd83ecf4ef6bf6ca062fc1dc9c1,5,dev:9c33ad2143824d9a9904e0f2ca983518
tm:11f2be60ffce4da1b2123490086cee50,87,dev:abd194142a8c4028ac82bce8160804f3
tm:12c48cf8bd664af3b561898b0d63bc6e,5,dev:000a8152a17f41dd800bbf691ca49488
tm:12d75072aa304920821916429545ab56,5,dev:eb3a49d3a64645968b4bee9cd37cee01
tm:131ea579aa6543ba824436a9c86523b7,7,dev:69416adc39b147adbd01a37c19278f1c
tm:135e8def4123421fb6e142d27ab80620,1,dev:5c2a374193f547fabc7b7446dd999c4c
tm:13937a7a04e74ba78e9b111b977049cc,5,dev:0893d880f7e5441ba42829e8a05e8668
tm:1398cbc82e2e4cdcbc67722ff2ed5fda,5,dev:a655d49915bb46ad9019b570cf9bf23b
tm:13b2f244839540b5826bda6d022bea02,5,dev:8f84d3ab731f4c908d1d030965e2b817
tm:13b85b9f46534f68a4b87d38bfa9a0bf,1,dev:e4312060b314433185c2be4dd6bc6395
tm:13cbac1a6b8d485999686541b7b154de,4,dev:84eff55cd24c4b29b79d24462cdd8df6
tm:13d7b5d613974cceade8b96ee9c536d8,5,dev:cc589cf23cb14911b2dcc635b0baac5d
tm:142bb7cc7f244ff1a40c00375482a02f,11,dev:afab35bf4a7849289a13788d43fc21d3
tm:1459989e7c45453d946ae397563679b5,5,dev:fb0a88f6c805407d890427a869cbea79
tm:14630374ab9b4523a6eb41569ad4cd30,13,dev:06c41d7829eb4a708014a45257f47674
tm:146a06553d5c4f4b849247f7abeb1a7d,5,dev:370194bfcf104cb994766594b8247896
tm:146c599f3f55408aafc672f822cd664e,5,dev:cb45e94f66d348dba21c19332ece9f4f
tm:148bb9e87a024904a482475ef924887d,5,dev:5c93c851451345dcaa800095a13d6486
tm:14be3eb236274e7aac183862b0ccbacd,14,dev:0a9be2563a6249ecb8c1a8b1f44b5ff7
tm:14c9761655a14776aa43d83b26841096,5,dev:5ad67c70ab704c9ba6133257d153cbae
tm:14d78e0b1647411d9a9bd9b265f3aee8,5,dev:6b1886216ee643808827deb41663b208
tm:14e5120fee944cb29e71ecebe836dd3a,6,dev:02e6d756ef1d4b0a9de51dbd87066a89
tm:1539d10833864f5e844baa927acd75a2,5,dev:1033040250b743c199b5a0344eb00e1f
tm:1545df8d1f25471a8913f911640c0556,13,dev:220c789ae30b4f5db9e9affecea9e961
tm:15bbdc8c196b45e3b643ad1f3a3614e6,5,dev:6b057dd45da04c2d8f0ee763000bd54a
tm:161094769c3245c7b391f62bc96d6bcb,8,dev:d4491271c11c4a758389fa5281d278f1
tm:161ff2bd5a484796855acb3ff67bc87b,5,dev:fb0a88f6c805407d890427a869cbea79
tm:1665805b57ef4680a20e158789f4c8d0,5,dev:ce76109d648d4aedaa23f1b95d20edee
tm:16e9561b54b142219c414dc5a862bf97,5,dev:8219e99985d14a92aa721405c6bcd10c
tm:17543af82e9849189cea1bec6fc49428,5,dev:ef7f750dd3e247a4aebd9eace48fbfb9
tm:17b4549d4f474e588a664f5973e4e1fe,5,dev:5e0d7271a70140ad94e77f0e0e105a55
tm:182c2a2926744036978af5a0049df8dd,5,dev:d2fe855ded35404786d08704716da909
tm:1848931c7df646b28a7f85b495519526,5,dev:ec8777a860f74522bcaa96fbce080f7b
tm:18659b4676c5487f8a5764e88ce94005,5,dev:94275326e49f4b3b949b934ead15b3ad
tm:1890b7a5bae8489099f0cf2191b8d93e,5,dev:f0e16fe1bcfb4bb0b6b50acb1d5aa8f0
tm:18a7e815672744b99a1343c468113d27,6,dev:972199f7779b4082908d3fdd2da9f7f2
tm:18ae8af889f54933aa7ae3e2cbca04c2,5,dev:ce76109d648d4aedaa23f1b95d20edee
tm:18d02363ee4a499799e2561e36c2d73b,5,dev:d8e13780a10f496f996a85858208cf35
tm:18d80303cf2743458c7ad426602fe70f,5,dev:65e918083dbc4a939453d1eb5af989cc
tm:18fbda84ebd9413486ced7f0483425e5,13,dev:adf558a2cb35433d8606e035056066ff
tm:19183ec0e2d5476bb9a1a8c62683e180,5,dev:d52fd1728734485b8a21976374edf8fb
tm:193b8bcf88484484ab1706636ff23ce5,6,dev:cb45e94f66d348dba21c19332ece9f4f
