uid,name,type
ma:0002ddd4d9e04552a6ddca461e573810,6SX4LV10,machines
ma:000da5952b344c2bb7d6b2a6a11723f0,7SXAWU96,machines
ma:010442ba975541778a8890ee49bc2975,7SXAWU95,machines
ma:010c4632be0a44d3829a3d739c6330ff,7SXAWU79,machines
ma:012a71f0be744d04b0f160bbcb2e8115,7SXAWS81,machines
ma:012f8481f974424abe48e1307e35b11d,7SXAWU81,machines
ma:0175c75c36e248e9b03601db7106a227,7SXAWS82,machines
ma:01da536ac62a4bb5b56d7e251f24c738,7SXAWU97,machines
ma:02245e1b26c14dcd86dd72af66a8fc37,7SXAWU79,machines
ma:0310fc93b6cd476fb9479bb482e6406e,7SXAWU97,machines
ma:03fd1b52b75e4d119ffe63676ff9dbcf,7SXAWS81,machines
ma:05348253aa6c4c118d3cc190fdbe234b,7SXAWU98,machines
ma:0750b325a8604dfe9533ba2c85037bee,7SXAWU94,machines
ma:088cbdad52cb419e9a64f932cd7d3b38,7SXAWU87,machines
ma:08fbed035ad741c6896f2fe1e1ca1a87,7SXAWU97,machines
ma:095157abd0f9486a83a65c45b46175e3,7SXAWU79,machines
ma:09745feb49ed4cae8b6812e1ffa3dd4a,7SXAWU96,machines
ma:09c924e2c6ed4465b4b9fc3ddea9ecf3,7SXAWS80,machines
ma:09d46ac5f46c4262ba6c9c990a855f5c,7SXAWU81,machines
ma:0a509c7f8fb74d31b5aeb2f9efa89a3f,7SXAWU79,machines
ma:0b135b44f973475cb16eec2167c41e5b,7SXAWU85,machines
ma:0b27de174a2d44eb99c0c90e9d6d3bc1,7SXAWU89,machines
ma:0b5fe0a8780b471c9360c3b7dd97fb33,6SX4LV10,machines
ma:0b8d06f2b514413989943b2aaccc4e70,7SXAWU94,machines
ma:0c9a831e462147219a7e112ca389be14,7SXAWS81,machines
ma:0e050e4211f644949cabd88fa5986898,7SXAWU83,machines
ma:0e4c1fc94210446aa1faac77683b2376,7SXAWS82,machines
ma:0ea56a96841b4b87a02559c69b8bf10e,7SXAWU79,machines
ma:0f5dd11026c148fa9be01e3d4dc555a3,7SXAWU90,machines
ma:10aee3a07f0e4178b2f2b138c5ebf2af,7SXAWU82,machines
ma:10baf856ded64d2caad8eefc9211187c,7SXAWU89,machines
ma:12889d44c421470191b0caa0da93845b,7SXAWU90,machines
ma:12cb8e3fde7044309ce174c774d02057,7SXAWU96,machines
ma:12e9d244e1c6442984fa67eb83d864b5,7SXAWU84,machines
ma:1334a58246704e94a158dcd91633669e,7SXAWU80,machines
ma:13361c1295cb4c55b1f6bd0ac573ab2e,7SXAWU84,machines
ma:1357a0c6fdeb4628a32fc88fbfed3fba,6SX4LV10,machines
ma:13813dbf4f374b69899986d2a7acd821,7SXAWU82,machines
ma:13a8d4ad618b4efaaaee14f10d08c524,7SXAWT98,machines
ma:154c15e5cd58425abb89afc05e936d80,7SXAWU85,machines
ma:15855708e3ca4a7e9aba7040c6c43ceb,7SXAWT98,machines
ma:17986d9264e844e3adb9fcfa94f2bd21,7SXAWU83,machines
ma:17ecc8a858644265ab6379e0796d5cbc,7SXAWU84,machines
ma:17fe7781a1f94397a122774da99d9ee6,7SXAWU84,machines
ma:184a20930f90457e98bac3ef6d2fc80d,7SXAWS80,machines
ma:18830a1b927e4f6f9fc0979ebc524601,7SXAWU91,machines
ma:18b9dd2eb19c47bdae2f0c742bb97d38,7SXAWU91,machines
ma:18f3222eb6014486aa6ad6882031f808,7SXAWU83,machines
ma:19ad922ddf5e4b06b3495035f6e2a617,7SXAWU97,machines
ma:1a7ec5456b754591b4ea5fcd817750c8,7SXAWU91,machines
ma:1acd146ad282479b85ee0a93a8b3ff41,7SXAWU80,machines
ma:1c214d1b8e214549a55495475009f8ae,7SXAWU93,machines
ma:1c5c2a0cf2ac4845a6b2dc1d65069195,7SXAWU87,machines
ma:1c647b1d29ee42db95aec8f5f26e54cd,7SXAWU91,machines
ma:1d084bd8981348bb90451f5c9f7e25cd,7SXAWU79,machines
ma:1da434e850db49ce8cd54b572f4e8a66,7SXAWU79,machines
ma:1ddb94d5087d40b6b461e304e1707a3e,6SX4LV10,machines
ma:1e34aec44799459bb629367ef3287f55,7SXAWU79,machines
ma:1e4504faf1394260a9e83fcb18cd7724,7SXAWU97,machines
ma:1e7ae66985894ebc8f691735bf5700ee,7SXAWU86,machines
ma:1fc9478084e045398c218185f3e0b438,7SXAWU84,machines
ma:20af1852e95843aa8a99d0b4ef83f245,7SXAWU97,machines
ma:213ed638e7d0450a9984f7461f035ca6,7SXAWU82,machines
ma:21a6adabc699470d8b7d35eb921965da,7SXAWU94,machines
ma:21dfa5276c7f4fea9115af44e9c7e44d,7SXAWU91,machines
ma:231ef971c0e64375a478e50ceabc005e,7SXAWT98,machines
ma:23850bf4ec3a4e17b10d00ee65f8fb83,7SXAWU95,machines
ma:23eb52a2a271484eb2442ded82462658,7SXAWS82,machines
ma:248f1a9477854a399c0ada589c38e2bb,7SXAWU97,machines
ma:251dcea79fb440bda6f35af2f0cc49de,6SX4LV10,machines
ma:25f41bfa9d264e469c8f1a7ebbf78b3c,7SXAWU96,machines
ma:2633c1a1c40a4ba2a8122c578fca532a,7SXAWS82,machines
ma:266d0b3de5e241d48340326bd6298414,7SXAWU94,machines
ma:27f3be8522ed422689d180d8c6ed0e85,7SXAWU80,machines
ma:286cb09b2da24daca2551673c551c1a1,7SXAWU96,machines
ma:289fda55d1584752bd95cf1ffd40edb6,7SXAWU89,machines
ma:290e570a9abc4f32b1680feb4ab10cb0,7SXAWU93,machines
ma:29258f1452da4fde94a6564992d35674,7SXAWU81,machines
ma:29c8beadaa80468c89f38c852514e7db,7SXAWU87,machines
ma:2a0d9da8684d42419c57e04ac3a2a029,7SXAWU85,machines
ma:2a9316081cd54408934e9d03950d11ba,7SXAWU96,machines
ma:2b5011a62b3e448bb85371394a80bae2,7SXAWU82,machines
ma:2c1bc640b2284a73aa47116ff69c7f21,7SXAWU90,machines
ma:2ce3d79bab254b388fff0fd96212b88a,7SXAWU91,machines
ma:2dda42627a9b4099a462a1c7fb54c954,7SXAWU96,machines
ma:2e2fa334697a4268bd5e73ef427c0016,7SXAWU84,machines
ma:2fa1883e40234e2b855ae3ade30232d1,7SXAWU80,machines
