name,exp_id,value
Abar,exp:06d082a7fdff425b835608373d5df23c,0.0
Abar,exp:090d7bccee7c4e028d009368816ad729,0.0
Abar,exp:0b48f44e68ea4849a1e3565229835076,0.0
Abar,exp:0bcab6bcf1b44d368fcb090ae918f1f5,0.0
Abar,exp:0d7026f304934735a2eef3004dd77e54,0.0
Abar,exp:107bc87692d042dea46e57b2fbc6fb91,0.0
Abar,exp:11ff1fb05b674c518056597b444fad56,0.0
Abar,exp:176f0a6c86f9414e92bdeeb35af22700,0.0
Abar,exp:181ed1a174df49ed825091c26081f088,0.0
Abar,exp:1b232730821f41bcb8da0dfd6f810891,0.0
Abar,exp:1ba3b2bf1b994e868d8c9050b8771ada,0.0
Abar,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,0.0
Abar,exp:1d5708601cf64577b1cf88d42cace205,0.0
Abar,exp:1fecd76f641e48db93dabb2a54037558,0.0
Abar,exp:2153d5c0da934372b0c0c21d0e785832,0.0
Abar,exp:26e8d6a192ad4d7f9691c8d5d43eac57,0.0
Abar,exp:2b5b8dd4b87d4086b5c70f3f26f71d57,0.0
Abar,exp:30e191a47fe4423989e638285bf7ec61,0.0
Abar,exp:33492d06e660466498122a4518efbc45,0.0
Abar,exp:337ec4273b8346228e7417c303fa4f02,0.0
Abar,exp:3646efe4d0b4467c80363386f56f5fea,0.0
Abar,exp:4059335628db456189b7defb634a1d1c,0.0
Abar,exp:45cbcfc158f14201a2707bef4b8828b3,0.0
Abar,exp:48af9cf881cc456092aa0cda5ce21383,0.0
Abar,exp:511128d809f74a0ea6134cbf3b9c99f2,0.0
Abar,exp:517b38d8c1ee4f5ba4db2221d3d65f4b,0.0
Abar,exp:518ee2856a2c4924af99c2a435e41540,0.0
Abar,exp:5249899eebfa48188aeaad1921ef85eb,0.0
Abar,exp:56f5414066874dfc8acf8afb742a4f68,0.0
Abar,exp:593ec4a7e94b41249bc79fc0cd985b35,0.0
Abar,exp:595eb0e4e1d649bb807352439ef320c3,0.0
Abar,exp:611840d988d74f01a797fe7a5feda670,0.0
Abar,exp:61a667a70d2a4d7c93014404e703b0cc,0.0
Abar,exp:6322fb6be9854c039e89074b00756485,0.0
Abar,exp:6522fbf20cde45a587dfee63fabb6577,0.0
Abar,exp:676b321d1c6041dbbf310f31f8d752d5,0.0
Abar,exp:67accf48c36f46f99a4c8e13b866acd0,0.0
Abar,exp:68051ed8aa73446b96289a997ac85397,0.0
Abar,exp:6bb8e2d9eeb54663b0cf9cc26f8d6180,0.0
Abar,exp:70194d53f2394ebdbd84fde442c7fb65,0.0
Abar,exp:710e545bfdff40d3b7dcbf36db4afe4c,0.0
Abar,exp:7409428808134ccc8291eb7c52150ad2,0.0
Abar,exp:75065d66ce574a9eae415a4612098f3c,0.0
Abar,exp:75b79441e4ae4dc9bc5ef0e21473c3a2,0.0
Abar,exp:75c3199de3214baf8b3507012d076e86,0.0
Abar,exp:76131ab5d6ab4290b6dd13247ccd8061,0.0
Abar,exp:76355fa60e64471b80eec062c1391a8e,0.0
Abar,exp:7853f2dfb3104526a44bede02225eef6,0.0
Abar,exp:7978da58ced84164aa865d9974f4a54e,0.0
Abar,exp:7d8c1849d8e74e8c9d75a29bb7e29989,0.0
Abar,exp:7f7f5ac6fcd9444aa35949b5ca44517f,0.0
Abar,exp:829f5addb4194ad5a5e9f83c4f78b2af,0.0
Abar,exp:82be49b850a849e0943df0f1726b3021,0.0
Abar,exp:859011f6129f49ca843b9a34594f7cb3,0.0
Abar,exp:8972666ecf4f4dc9b2fb004e626b7041,0.0
Abar,exp:90113286f905407fbdcc49f06c9ee042,0.0
Abar,exp:90448fa35297456891653aa87cd4ed1b,0.0
Abar,exp:92b7e370534647378cc17a5b832b7137,0.0
Abar,exp:964870b49e3f4830bbd4a87b0b723918,0.0
Abar,exp:9a297e01eddb47d0af5fb86df850b507,0.0
Abar,exp:9adaed1c28184812b3a58c58e6dfb585,0.0
Abar,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,0.0
Abar,exp:9e8da92041394a66a54b27d7ef5779ca,0.0
Abar,exp:a6fcc8683cca4673934061b4fe268ede,0.0
Abar,exp:a78e73355f3f415a86acdea754da0e2a,0.0
Abar,exp:a85c0a6b4c864c00bbbff4debec6fb58,0.0
Abar,exp:a9547e5224b5451aa92dd118e4afbd57,0.0
Abar,exp:aa5f9c085e89488d9899d207a7be5a19,0.0
Abar,exp:aab21fb12a664260bc00e039f7567afb,0.0
Abar,exp:abd15a718852488b957e5dac66b6e5fe,0.0
Abar,exp:ae4bfed5b8684fa983699282a9b14413,0.0
Abar,exp:afc1a8de140f486cb13df5928e24cdaf,0.0
Abar,exp:b1cd091d85e14fc6800408c2436879b3,0.0
Abar,exp:b32e25fe54c54945aac033722495d0fd,0.0
Abar,exp:b560796a874448e884ae32ba97511736,0.0
Abar,exp:b64bd86a44af4a768c04976cf4857f0b,0.0
Abar,exp:b6c1b09e03f54207ad0666b6b0a62e5b,0.0
Abar,exp:b81c90eaa3114371962512c135bc4225,0.0
Abar,exp:b984c474c71845e6a64a3c2999aaf668,0.0
Abar,exp:b9e6f90d23604e8183e152782ab5ce0f,0.0
Abar,exp:b9f54ce2d1f2416aa2f9c5d56ccf44a9,0.0
Abar,exp:ba0b13b6a7f04263811d79df5cf185a0,0.0
Abar,exp:ba89c7259a634d58b5dc1a68a2c8ad37,0.0
Abar,exp:ba9c9acfe4de4ac0aa835bc3e852f3e4,0.0
Abar,exp:bbdbbce8a852468193fb95836c8c601d,0.0
Abar,exp:c0290c80940045aa8bc6710edb8d53ac,0.0
Abar,exp:c030a7616be44ed8983b31479754f91e,0.0
Abar,exp:c204fcd2d3904dc5a34f0fcda93172f7,0.0
Abar,exp:c58dfb964df84a72a3b57fd24ec5bb4f,0.0
Abar,exp:c9012b7f5a8041999682e1fcfdd1e0a4,0.0
Abar,exp:ca50f6955a3a4f598a285f1a829d3460,0.0
Abar,exp:ca8ec18ac8374ebbb4084b46121942d2,0.0
Abar,exp:cc097910932e447e8ee917f5ff04d9ee,0.0
Abar,exp:cea42cbb12164ef09dc7c30f1f3b5f42,0.0
Abar,exp:cebc2d827ce5476b867807bc9657a94d,0.0
Abar,exp:cff699db15be4598b9919c1b726f1c9e,0.0
Abar,exp:d053d085aae8448e98deaa1ed63d018a,0.0
Abar,exp:d6804b786e004c928a897482bbae8b37,0.0
Abar,exp:d6c8dd151d0440c9aa41b9ecf3dfaac1,0.0
Abar,exp:d9110be13d4645e4992dc6b6c69a1e18,0.0
Abar,exp:dd31f4ecbfc3452a8fdccf733e55ef26,0.0
Abar,exp:deb65a988153470a98deff395769b7af,0.0
Abar,exp:debc99b0503f4fdebe41b61cee41ffef,0.0
Abar,exp:ded30111cb07460eb08ac5fa8d641492,0.0
Abar,exp:df8275bd5e5644fbbe602ed76a7ff33a,0.0
Abar,exp:e05a511c645f4b7f89903e86c7c4ac28,0.0
Abar,exp:e4a4022b43e9414fa57d1afde563cd27,0.0
Abar,exp:e5dea09ede124ba080f6595c5987b6b3,0.0
Abar,exp:e6b1a5a6b0e24a9383087e53a073531d,0.0
Abar,exp:e6db491bda5f44989481f94990ddeb16,0.0
Abar,exp:e82546b1d1994778bd3bb5a7f5ecf7c1,0.0
Abar,exp:e9ebde6e58d540839bb47d8eda228a5c,0.0
Abar,exp:eaa12cc0f34b46f1aa567cbff9281967,0.0
Abar,exp:eb3283d86e9143ad8e7446be80d0ef3e,0.0
Abar,exp:eb783d8c34b742cd9d079e39887d80f7,0.0
Abar,exp:f056c47cd3d44e8c8ec02b0d0c94a761,0.0
Abar,exp:f525523755c049dc8160e823b0884a95,0.0
Abar,exp:f6b3dbd637b94bb394af0788076deae2,0.0
Abar,exp:f90cba11e59144d4a9bd48cde0f6080b,0.0
Abar,exp:fdca22bbf3d740098b3bccf0643db446,0.0
Cmax,exp:06d082a7fdff425b835608373d5df23c,145.0
Cmax,exp:090d7bccee7c4e028d009368816ad729,145.0
Cmax,exp:0b48f44e68ea4849a1e3565229835076,140.0
Cmax,exp:0bcab6bcf1b44d368fcb090ae918f1f5,140.0
Cmax,exp:0d7026f304934735a2eef3004dd77e54,140.0
Cmax,exp:107bc87692d042dea46e57b2fbc6fb91,140.0
Cmax,exp:11ff1fb05b674c518056597b444fad56,140.0
Cmax,exp:176f0a6c86f9414e92bdeeb35af22700,145.0
Cmax,exp:181ed1a174df49ed825091c26081f088,145.0
Cmax,exp:1b232730821f41bcb8da0dfd6f810891,145.0
Cmax,exp:1ba3b2bf1b994e868d8c9050b8771ada,140.0
Cmax,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,140.0
Cmax,exp:1d5708601cf64577b1cf88d42cace205,140.0
Cmax,exp:1fecd76f641e48db93dabb2a54037558,145.0
Cmax,exp:2153d5c0da934372b0c0c21d0e785832,140.0
Cmax,exp:26e8d6a192ad4d7f9691c8d5d43eac57,145.0
Cmax,exp:2b5b8dd4b87d4086b5c70f3f26f71d57,145.0
Cmax,exp:30e191a47fe4423989e638285bf7ec61,140.0
Cmax,exp:33492d06e660466498122a4518efbc45,140.0
Cmax,exp:337ec4273b8346228e7417c303fa4f02,140.0
Cmax,exp:3646efe4d0b4467c80363386f56f5fea,145.0
Cmax,exp:4059335628db456189b7defb634a1d1c,140.0
Cmax,exp:45cbcfc158f14201a2707bef4b8828b3,145.0
Cmax,exp:48af9cf881cc456092aa0cda5ce21383,145.0
Cmax,exp:511128d809f74a0ea6134cbf3b9c99f2,145.0
Cmax,exp:517b38d8c1ee4f5ba4db2221d3d65f4b,140.0
Cmax,exp:518ee2856a2c4924af99c2a435e41540,145.0
Cmax,exp:5249899eebfa48188aeaad1921ef85eb,140.0
Cmax,exp:56f5414066874dfc8acf8afb742a4f68,145.0
Cmax,exp:593ec4a7e94b41249bc79fc0cd985b35,145.0
Cmax,exp:595eb0e4e1d649bb807352439ef320c3,145.0
Cmax,exp:611840d988d74f01a797fe7a5feda670,140.0
Cmax,exp:61a667a70d2a4d7c93014404e703b0cc,140.0
Cmax,exp:6322fb6be9854c039e89074b00756485,140.0
Cmax,exp:6522fbf20cde45a587dfee63fabb6577,140.0
Cmax,exp:676b321d1c6041dbbf310f31f8d752d5,145.0
Cmax,exp:67accf48c36f46f99a4c8e13b866acd0,140.0
Cmax,exp:68051ed8aa73446b96289a997ac85397,140.0
Cmax,exp:6bb8e2d9eeb54663b0cf9cc26f8d6180,140.0
Cmax,exp:70194d53f2394ebdbd84fde442c7fb65,145.0
Cmax,exp:710e545bfdff40d3b7dcbf36db4afe4c,145.0
Cmax,exp:7409428808134ccc8291eb7c52150ad2,145.0
Cmax,exp:75065d66ce574a9eae415a4612098f3c,140.0
Cmax,exp:75b79441e4ae4dc9bc5ef0e21473c3a2,140.0
Cmax,exp:75c3199de3214baf8b3507012d076e86,140.0
Cmax,exp:76131ab5d6ab4290b6dd13247ccd8061,145.0
Cmax,exp:76355fa60e64471b80eec062c1391a8e,140.0
Cmax,exp:7853f2dfb3104526a44bede02225eef6,145.0
Cmax,exp:7978da58ced84164aa865d9974f4a54e,145.0
Cmax,exp:7d8c1849d8e74e8c9d75a29bb7e29989,140.0
Cmax,exp:7f7f5ac6fcd9444aa35949b5ca44517f,145.0
Cmax,exp:829f5addb4194ad5a5e9f83c4f78b2af,140.0
Cmax,exp:82be49b850a849e0943df0f1726b3021,145.0
Cmax,exp:859011f6129f49ca843b9a34594f7cb3,140.0
Cmax,exp:8972666ecf4f4dc9b2fb004e626b7041,145.0
Cmax,exp:90113286f905407fbdcc49f06c9ee042,140.0
Cmax,exp:90448fa35297456891653aa87cd4ed1b,145.0
Cmax,exp:92b7e370534647378cc17a5b832b7137,145.0
Cmax,exp:964870b49e3f4830bbd4a87b0b723918,140.0
Cmax,exp:9a297e01eddb47d0af5fb86df850b507,145.0
Cmax,exp:9adaed1c28184812b3a58c58e6dfb585,145.0
Cmax,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,140.0
Cmax,exp:9e8da92041394a66a54b27d7ef5779ca,145.0
Cmax,exp:a6fcc8683cca4673934061b4fe268ede,140.0
Cmax,exp:a78e73355f3f415a86acdea754da0e2a,145.0
Cmax,exp:a85c0a6b4c864c00bbbff4debec6fb58,145.0
Cmax,exp:a9547e5224b5451aa92dd118e4afbd57,140.0
Cmax,exp:aa5f9c085e89488d9899d207a7be5a19,140.0
Cmax,exp:aab21fb12a664260bc00e039f7567afb,145.0
Cmax,exp:abd15a718852488b957e5dac66b6e5fe,145.0
Cmax,exp:ae4bfed5b8684fa983699282a9b14413,140.0
Cmax,exp:afc1a8de140f486cb13df5928e24cdaf,140.0
Cmax,exp:b1cd091d85e14fc6800408c2436879b3,145.0
Cmax,exp:b32e25fe54c54945aac033722495d0fd,145.0
Cmax,exp:b560796a874448e884ae32ba97511736,145.0
Cmax,exp:b64bd86a44af4a768c04976cf4857f0b,145.0
Cmax,exp:b6c1b09e03f54207ad0666b6b0a62e5b,140.0
Cmax,exp:b81c90eaa3114371962512c135bc4225,145.0
Cmax,exp:b984c474c71845e6a64a3c2999aaf668,145.0
Cmax,exp:b9e6f90d23604e8183e152782ab5ce0f,140.0
Cmax,exp:b9f54ce2d1f2416aa2f9c5d56ccf44a9,140.0
Cmax,exp:ba0b13b6a7f04263811d79df5cf185a0,145.0
Cmax,exp:ba89c7259a634d58b5dc1a68a2c8ad37,145.0
Cmax,exp:ba9c9acfe4de4ac0aa835bc3e852f3e4,140.0
Cmax,exp:bbdbbce8a852468193fb95836c8c601d,145.0
Cmax,exp:c0290c80940045aa8bc6710edb8d53ac,145.0
Cmax,exp:c030a7616be44ed8983b31479754f91e,140.0
Cmax,exp:c204fcd2d3904dc5a34f0fcda93172f7,140.0
Cmax,exp:c58dfb964df84a72a3b57fd24ec5bb4f,140.0
Cmax,exp:c9012b7f5a8041999682e1fcfdd1e0a4,140.0
Cmax,exp:ca50f6955a3a4f598a285f1a829d3460,145.0
Cmax,exp:ca8ec18ac8374ebbb4084b46121942d2,145.0
Cmax,exp:cc097910932e447e8ee917f5ff04d9ee,145.0
Cmax,exp:cea42cbb12164ef09dc7c30f1f3b5f42,145.0
Cmax,exp:cebc2d827ce5476b867807bc9657a94d,145.0
Cmax,exp:cff699db15be4598b9919c1b726f1c9e,145.0
Cmax,exp:d053d085aae8448e98deaa1ed63d018a,140.0
Cmax,exp:d6804b786e004c928a897482bbae8b37,145.0
Cmax,exp:d6c8dd151d0440c9aa41b9ecf3dfaac1,140.0
Cmax,exp:d9110be13d4645e4992dc6b6c69a1e18,140.0
Cmax,exp:dd31f4ecbfc3452a8fdccf733e55ef26,145.0
Cmax,exp:deb65a988153470a98deff395769b7af,140.0
Cmax,exp:debc99b0503f4fdebe41b61cee41ffef,140.0
Cmax,exp:ded30111cb07460eb08ac5fa8d641492,140.0
Cmax,exp:df8275bd5e5644fbbe602ed76a7ff33a,140.0
Cmax,exp:e05a511c645f4b7f89903e86c7c4ac28,145.0
Cmax,exp:e4a4022b43e9414fa57d1afde563cd27,145.0
Cmax,exp:e5dea09ede124ba080f6595c5987b6b3,145.0
Cmax,exp:e6b1a5a6b0e24a9383087e53a073531d,145.0
Cmax,exp:e6db491bda5f44989481f94990ddeb16,145.0
Cmax,exp:e82546b1d1994778bd3bb5a7f5ecf7c1,145.0
Cmax,exp:e9ebde6e58d540839bb47d8eda228a5c,140.0
Cmax,exp:eaa12cc0f34b46f1aa567cbff9281967,145.0
Cmax,exp:eb3283d86e9143ad8e7446be80d0ef3e,145.0
Cmax,exp:eb783d8c34b742cd9d079e39887d80f7,145.0
Cmax,exp:f056c47cd3d44e8c8ec02b0d0c94a761,145.0
Cmax,exp:f525523755c049dc8160e823b0884a95,140.0
Cmax,exp:f6b3dbd637b94bb394af0788076deae2,145.0
Cmax,exp:f90cba11e59144d4a9bd48cde0f6080b,140.0
Cmax,exp:fdca22bbf3d740098b3bccf0643db446,145.0
Es,exp:06d082a7fdff425b835608373d5df23c,1.03982
Es,exp:090d7bccee7c4e028d009368816ad729,0.66422
Es,exp:0b48f44e68ea4849a1e3565229835076,0.564815
Es,exp:0bcab6bcf1b44d368fcb090ae918f1f5,0.596702
Es,exp:0d7026f304934735a2eef3004dd77e54,0.637821
Es,exp:107bc87692d042dea46e57b2fbc6fb91,0.524653
Es,exp:11ff1fb05b674c518056597b444fad56,0.540755
Es,exp:176f0a6c86f9414e92bdeeb35af22700,0.968091
Es,exp:181ed1a174df49ed825091c26081f088,1.05471
Es,exp:1b232730821f41bcb8da0dfd6f810891,0.613875
Es,exp:1ba3b2bf1b994e868d8c9050b8771ada,0.657321
Es,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,4.22885
Es,exp:1d5708601cf64577b1cf88d42cace205,0.517495
Es,exp:1fecd76f641e48db93dabb2a54037558,0.940808
Es,exp:2153d5c0da934372b0c0c21d0e785832,0.518356
Es,exp:26e8d6a192ad4d7f9691c8d5d43eac57,0.946748
Es,exp:2b5b8dd4b87d4086b5c70f3f26f71d57,0.969749
Es,exp:30e191a47fe4423989e638285bf7ec61,3.29754
Es,exp:33492d06e660466498122a4518efbc45,0.581021
Es,exp:337ec4273b8346228e7417c303fa4f02,3.36998
Es,exp:3646efe4d0b4467c80363386f56f5fea,0.504553
Es,exp:4059335628db456189b7defb634a1d1c,0.551728
Es,exp:45cbcfc158f14201a2707bef4b8828b3,0.454471
Es,exp:48af9cf881cc456092aa0cda5ce21383,0.744296
Es,exp:511128d809f74a0ea6134cbf3b9c99f2,1.1733
Es,exp:517b38d8c1ee4f5ba4db2221d3d65f4b,0.618324
Es,exp:518ee2856a2c4924af99c2a435e41540,1.12166
Es,exp:5249899eebfa48188aeaad1921ef85eb,5.69711
Es,exp:56f5414066874dfc8acf8afb742a4f68,1.19136
Es,exp:593ec4a7e94b41249bc79fc0cd985b35,3.54791
Es,exp:595eb0e4e1d649bb807352439ef320c3,0.768279
