function_id,device_id
fn:4265edb6257a4e848ae1b8c567a874bc,dev:4006a8ca99e6411b995274c98341d50c
fn:4265edb6257a4e848ae1b8c567a874bc,dev:974160e40a764b42856bbd265db8d926
fn:4265edb6257a4e848ae1b8c567a874bc,dev:cf37e820f3604a6ea454660bd847f694
fn:4265edb6257a4e848ae1b8c567a874bc,dev:126805da081342e19b19d3d7175110e9
fn:4265edb6257a4e848ae1b8c567a874bc,dev:f0a599328dd94ab1b260c4bc7dab060a
fn:4265edb6257a4e848ae1b8c567a874bc,dev:57f5e5da98d04e468512b3730e55b25e
fn:4265edb6257a4e848ae1b8c567a874bc,dev:94a4095c24e548e587b0995ba680970e
fn:4265edb6257a4e848ae1b8c567a874bc,dev:d5cf4aaff6524bf9b46265cc7b8c361b
fn:4265edb6257a4e848ae1b8c567a874bc,dev:b81d7d2c141546188e5c88d8888fa2d2
fn:4265edb6257a4e848ae1b8c567a874bc,dev:30a9bee83cab432db9e80fedaf34fc72
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:d283a40c4af74eec92d69c848da00f27
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:e84f518c721748cab6e6123399632dbe
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:fee20b7628f14516843ea73a97690020
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:460e76d06c05491d9ab3c0f71b15e491
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:4758613e0c4b46a89e80ca5718c4231c
fn:d7aae1dab7d54b47b2fec5bc2671d347,dev:4006a8ca99e6411b995274c98341d50c
fn:d69337b676034b67a83dac70c0475587,dev:bf6816eea8694615be2688e743ec6ae2
fn:d69337b676034b67a83dac70c0475587,dev:3b737e04684b48a6bb17ff4b17bc68f6
fn:d69337b676034b67a83dac70c0475587,dev:1952bc01cdba4caab86aa988ccc310e5
fn:d69337b676034b67a83dac70c0475587,dev:854b2e5601b44b6a9fc3524d16a0b97e
fn:d69337b676034b67a83dac70c0475587,dev:2b503c13cbb34ee3ba542ae9de27c7b3
fn:d69337b676034b67a83dac70c0475587,dev:65e30649d0ae49e6a3a3954a9db0ab7f
fn:df07670d7eba4be688828de0d3e5b1c3,dev:65e30649d0ae49e6a3a3954a9db0ab7f
fn:df07670d7eba4be688828de0d3e5b1c3,dev:b90dd8a8065844c283855364befc821a
fn:df07670d7eba4be688828de0d3e5b1c3,dev:d5cfb3f77e6242f1ba4fa5f834961d33
fn:df07670d7eba4be688828de0d3e5b1c3,dev:efe1c2f97ef84468b0c6ec708ec74501
fn:df07670d7eba4be688828de0d3e5b1c3,dev:b0f41aef637243039ce4b500b3eb81c1
fn:df07670d7eba4be688828de0d3e5b1c3,dev:bc932cf62e32442eb8b7f2a34275bd1b
fn:df07670d7eba4be688828de0d3e5b1c3,dev:aa18fab06c8b4bd69ed1dc74c423a2e4
fn:df07670d7eba4be688828de0d3e5b1c3,dev:8717ba781890455daaaeda19ca2a62ec
fn:df07670d7eba4be688828de0d3e5b1c3,dev:2ff920e61f7549bf8de07a8232fb22e5
fn:df07670d7eba4be688828de0d3e5b1c3,dev:f759813037e446bb8d92da90464b8b02
fn:df352e22dbfe470080378bdd53216fff,dev:41ad1b93ea7b4314bb8d23349a58e8ac
fn:df352e22dbfe470080378bdd53216fff,dev:3dd217905c2049069fc7d29a2baa6093
fn:df352e22dbfe470080378bdd53216fff,dev:554be4bdf3284ca5861ac3fbab6e2fe6
fn:df352e22dbfe470080378bdd53216fff,dev:35fc673e9cb545ea9034ba5d6afba539
fn:df352e22dbfe470080378bdd53216fff,dev:f4ac20f65dbc444993dd660ce4bcaada
fn:df352e22dbfe470080378bdd53216fff,dev:76a98064c7ff40abac8f82c0e0b7b14d
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:76a98064c7ff40abac8f82c0e0b7b14d
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:dc4f4f3fd11a4e0881712402c2b1b989
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:a9b2472e0d8946ab8779a82c608a69d3
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:c6b0c83a47204993b2d393703e976872
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:53f43ba24515480e9dc4691fcbfa5f4d
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:fb0b989c503b4a789c75d1a9fc2206f4
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:c97e3184baf149d9bde73f688597f3dc
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:82fdb36369ab49438db3ffcd87406a83
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:1d23332c9f6243408ebde3973c304cfe
fn:1b9944d9e8cc4a98b1d64c49a950d17e,dev:d4d0af9d08c048fa87b202be3a60b3a5
fn:627dee63593b4e76b0883845d1e2ddd4,dev:10001385764e4724b3556d20ef334cf2
fn:627dee63593b4e76b0883845d1e2ddd4,dev:e23780fe065c494ea532a86f302b92da
fn:627dee63593b4e76b0883845d1e2ddd4,dev:9c00fd3c87f84508abb1acea1f33f5c1
fn:627dee63593b4e76b0883845d1e2ddd4,dev:e4983a0307294d69a3eb78202dc4351f
fn:627dee63593b4e76b0883845d1e2ddd4,dev:d29953e57571485baabb217cceb6ee16
fn:627dee63593b4e76b0883845d1e2ddd4,dev:d94ccd59a90b4a9b997fca0ce2328f82
fn:4f74186d0a3442f49db155ebae0bf012,dev:d94ccd59a90b4a9b997fca0ce2328f82
fn:4f74186d0a3442f49db155ebae0bf012,dev:2dd05e06ea564a9cb09e4d4819b6c691
fn:4f74186d0a3442f49db155ebae0bf012,dev:717580cc42ee4c05aa036deca9a923ef
fn:4f74186d0a3442f49db155ebae0bf012,dev:a84725725b08488c8cf337b4063e048f
fn:4f74186d0a3442f49db155ebae0bf012,dev:2a3d460bebbf43c384e9e0ef0b3b98c4
fn:4f74186d0a3442f49db155ebae0bf012,dev:2e04772b7fa6454fbaeba6c3fcd6c5b1
fn:4f74186d0a3442f49db155ebae0bf012,dev:41175aea8e6b4d84aff3ebeb7d50443b
fn:4f74186d0a3442f49db155ebae0bf012,dev:0813623e67354fa180925f962f4378b9
fn:4f74186d0a3442f49db155ebae0bf012,dev:2b1b07612c05449787d91d5dd339382d
fn:4f74186d0a3442f49db155ebae0bf012,dev:a81130fe13ab470ab5f8bc5946503e39
fn:e8125e2807ef4b739eed1256b271133f,dev:e79c4245048f4c53994074460e536251
fn:e8125e2807ef4b739eed1256b271133f,dev:88b08b1b11f4482980e09a00bb42b640
fn:e8125e2807ef4b739eed1256b271133f,dev:1c8340eccd6341088a182b711a5ba389
fn:e8125e2807ef4b739eed1256b271133f,dev:2f516b9028764dd9b7f8ec297d3a4138
fn:e8125e2807ef4b739eed1256b271133f,dev:5e6a20acdabd45f4a6da009b16226a8d
fn:e8125e2807ef4b739eed1256b271133f,dev:91d88c6d49c8449e9e1644ee65ef1aa4
fn:e8125e2807ef4b739eed1256b271133f,dev:f44195b238104563a42b43b5f084c920
fn:e8125e2807ef4b739eed1256b271133f,dev:9e8fa2fa99554728bc7d24eebafb9517
fn:e8125e2807ef4b739eed1256b271133f,dev:75e5c5ee08d048abb632d4ffbb3b5b0f
fn:e8125e2807ef4b739eed1256b271133f,dev:290bf87635b9451f84b27faf15d9727d
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:5a68a30e50bb4a78984ea87566b273b2
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:eac3d378b4b144969ed48b6446fe8265
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:ded8900959f7469fb35624097811bd4e
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:94a9b6f17f964a9db94b3c84924dca8b
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:8f85140e784647c887899153b285a1de
fn:488f5ed545bb42588145a2fc62ff4d7d,dev:e79c4245048f4c53994074460e536251
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:9d38f0ce203a4307a18aa190c45c7ea7
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:6f6a44ed031b4ed4be86a4ed578a77cb
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:bf84cfe2d0cb409cb098210bb90ac0ec
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:088760306fb74dbfb89db463f3c205fa
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:ef4f6a6092594239b8bdb8025cac02c4
fn:601a83fb978e4dd4b4c086686ea85e1b,dev:bbf7f4c1408c4bed89bcab836692df74
fn:546221a557184ca0aa99d9e730c342cf,dev:bbf7f4c1408c4bed89bcab836692df74
fn:546221a557184ca0aa99d9e730c342cf,dev:05aaf899a54e474e9686a3d1f20399d0
fn:546221a557184ca0aa99d9e730c342cf,dev:72c09f7f1fdf4374a74a38ebc7c59a4c
fn:546221a557184ca0aa99d9e730c342cf,dev:8713792ce0b44e46a149c50fd4d90deb
