name,exp_id,value
Abar,exp:0227b474b2374c3c840639c73abab708,0.0
Abar,exp:0551f976ae91406fb237b410a57bd603,0.0
Abar,exp:064cfd7d3ddd4466bc4e5b693124c2f4,0.0
Abar,exp:0798f58d99a54ec6a9500264cb731aed,0.0
Abar,exp:087d700fedd4433b980c90b51566215d,0.0
Abar,exp:0983eb7a95fd410b929189878443513f,0.0
Abar,exp:0a8b91d567a34d7ba2a798f5d18eb174,0.0
Abar,exp:0b2682b03bc6497999ba933fd12d6ebb,0.0
Abar,exp:0bd6165dc53e44dea8bf07a19259820a,0.0
Abar,exp:0c3e4594806c488094568c59468909ce,0.0
Abar,exp:0d39247721ea4c93b7158e90157b5cca,0.0
Abar,exp:0d71387128d1464f991eba407c1c7b2c,0.0
Abar,exp:0dcc73ee8f1842548af17915beec29e7,0.0
Abar,exp:0e7b15c5e31a4ef2abcbfa6ba47f1d21,0.0
Abar,exp:0e92a5e3712445999002e3777a09b67e,0.0
Abar,exp:0f7f5338a6ac4e8ba405769a94c19107,0.0
Abar,exp:1200328f17bc4231a39b1ea355e88b7b,0.0
Abar,exp:1271c41840774be58ce531dcbe415418,0.0
Abar,exp:13123069d1534bfab780c1e5a771e9a9,0.0
Abar,exp:13a7c9a425a14f78b97594d4d05bced2,0.0
Abar,exp:15382493207340a9aa20f0c8e9e70aea,0.0
Abar,exp:171ce9f3947b4a67a58e141cfcc7798c,0.0
Abar,exp:1763affb24e943e1a8587c370009e3ef,0.0
Abar,exp:194228cef52c422db1d96b371ec9cd73,0.0
Abar,exp:19fa25089b894f539a3a27e2df95e1d9,0.0
Abar,exp:1b3c3a74ec0e4231bf75b6db81c4992b,0.0
Abar,exp:1eae8b76612f440eba9851e31e220be7,0.0
Abar,exp:1f8f35774de4482fb471dd71c598985e,0.0
Abar,exp:2035732005d54f5e8bc90e1f42d8516d,0.0
Abar,exp:22de1f03fa0d40ac8a5e44a6773a5951,0.0
Abar,exp:274bc32402c046d08b39e7d96553119e,0.0
Abar,exp:281f65b579534629b56a3714dcb90d17,0.0
Abar,exp:2b9aa8ba9b994d1480912d54ca4bfacb,0.0
Abar,exp:2ca56bf60fa54d529f47c4a6e778de5c,0.0
Abar,exp:2db2b2720bbc48edba06e928f4509f4a,0.0
Abar,exp:30185dfe2a244275ac9def0cf237a091,0.0
Abar,exp:31447101e555426daed53ad595ebcb89,0.0
Abar,exp:32bc3d10d80a4de68d8a870e6633edd3,0.0
Abar,exp:377da6fda25d4e07b9830e134a4f027c,0.0
Abar,exp:37aa0dd12cda4f85984fd448704858a7,0.0
Abar,exp:37dbba5bef404c34996a7f592d32211f,0.0
Abar,exp:389d27cd8bae401eb202278c966a227f,0.0
Abar,exp:39d1abbf4f4a47c0b657186ca2527af2,0.0
Abar,exp:39dd1ff6f2a24d7e9b53fbba36a732ed,0.0
Abar,exp:3c5a40ec965d4e7a86d7a26d7befbeb9,0.0
Abar,exp:3cb443f0abbc4f3199be72090d82c2ec,0.0
Abar,exp:3d868c513b82429cbd30dbc79a206c2b,0.0
Abar,exp:3dffd213ab4a4c57b771d52d574b91b0,0.0
Abar,exp:3e9afe00e35348219555c27d2b08d072,0.0
Abar,exp:4165b0710bbe48578b43c61bc5cdc2d3,0.0
Abar,exp:422e180ba7ac48e2a4c6176cd8c5041f,0.0
Abar,exp:42799c58aae14350bca906338603cd3d,0.0
Abar,exp:43a41d99ad22489b89a3f99dc90926c0,0.0
Abar,exp:445eaee8fba54a76a25694b3b28c91da,0.0
Abar,exp:45f2b991418c4d33a4b7a488024ac896,0.0
Abar,exp:474c0b5fe5e2434ba1ce7d4def8722f5,0.0
Abar,exp:47667f9ecc5c4e568c41a984a330f83a,0.0
Abar,exp:477a5b01f18642d89097bb6c7b10f00e,0.0
Abar,exp:47ab7d75e1374a6c9baa19b55853a10f,0.0
Abar,exp:492435cf7f5b4ef19476fa267c30e77d,0.0
Abar,exp:4a2af37723e246eebf90cbfd05d1c95d,0.0
Abar,exp:4a54034333044b1181f1d5b621b4b56f,0.0
Abar,exp:4aae5493ddcd4d0c8ba0f0da2c7aee20,0.0
Abar,exp:4aba4ed9ff9e4096b6b05bed92042c8f,0.0
Abar,exp:4cde7a55c610420c9cc59f94a2be082d,0.0
Abar,exp:4d0375ba085c408f8683eac570da8ad5,0.0
Abar,exp:4dec71eef1564ac08a3b8170eaf8fc12,0.0
Abar,exp:4e6aa5b19147457a8d560aa7867360f5,0.0
Abar,exp:4e891abb2c704729a6699aebb1991fb8,0.0
Abar,exp:4f0ba459863843f2af82017c7bd3c8bb,0.0
Abar,exp:4fe9f585b1884bf59a41787dbfff3636,0.0
Abar,exp:5141cd5acdc2459f896e81bf5bdbc078,0.0
Abar,exp:5395e93e3d9a45988bec397850ea1fda,0.0
Abar,exp:539fa779a10a4b4c99be659e8c4690ab,0.0
Abar,exp:540c5bd026e04d6e8fd25fa65b58cf92,0.0
Abar,exp:54cc32ade7434c4895580c933fac005f,0.0
Abar,exp:562a619eac864722bb23bf8ddc46f327,0.0
Abar,exp:586142a81d0c47c38d96e2bc3711871e,0.0
Abar,exp:596ca1f654b848718bb3c601683d88c3,0.0
Abar,exp:5aefd62dee9f42819bec2f332b193684,0.0
Abar,exp:5b4f9b9493704b3d8d45593bcad4162f,0.0
Abar,exp:5df165ca6e75438aa36e4091d26fc79f,0.0
Abar,exp:63c0f2ae9b5d4d2d910b7946bb8514e4,0.0
Abar,exp:6434b080f83846128746fe392646c5bc,0.0
Abar,exp:6709bcb973f94f4e99d8734b90d680e0,0.0
Abar,exp:6a6fe4fe36404888be2a08583315c4f5,0.0
Abar,exp:6caece3f083e42669dac4c834b1f5217,0.0
Abar,exp:6f598628a522469ebce38f929eba871b,0.0
Abar,exp:72b7cb83ef264e128f8bba452e83f243,0.0
Abar,exp:73269f11a35b4bfa984d909869ebf3a5,0.0
Abar,exp:73c7b9173e9848a3b4c8153625864f8e,0.0
Abar,exp:75603f6c8dbe4651b37293bde9b68984,0.0
Abar,exp:75a4af6b6ccd4c60851437080520fdd2,0.0
Abar,exp:765b2315962144c689041366df10f6c7,0.0
Abar,exp:765fb33d8a6b4b73a7aac8d9f8ec6486,0.0
Abar,exp:76a68eefc1c14c268218090cfec2bf30,0.0
Abar,exp:76a938d1ea814447aca023d7727559f8,0.0
Abar,exp:799e23e2181b4b748a5bfe276e2722bf,0.0
Abar,exp:7ce0c171d22a44bdb8ea5e051eb98fe8,0.0
Abar,exp:7db46c1361994ebfa3150b2f278a895b,0.0
Abar,exp:7dd75868e15b4dfa9a924fdf712bc118,0.0
Abar,exp:83bb5c30e3ac42e4845f37cd2a477dbc,0.0
Abar,exp:85013c8e24134e89a2867c2ff0506488,0.0
Abar,exp:8580bb854139436588c9bc2272d61aa5,0.0
Abar,exp:8686d5281ac54116bbadcb58531c3e6b,0.0
Abar,exp:8755517e1570447d98d68dd23c7dbf4a,0.0
Abar,exp:87c918511cf34fa083adbb0c57c210fe,0.0
Abar,exp:8870ed958ae94f3f8615c4aee035843f,0.0
Abar,exp:89f5768e96a145c0948f5ff3e688d44f,0.0
Abar,exp:8a78462a40a2486794c2ad46ee0e666f,0.0
Abar,exp:8ea3c3d6d50d44f880202bca87239bf0,0.0
Abar,exp:91302e2452d24fd78ab4e7cec99a4304,0.0
Abar,exp:921a23e8e4fc46379313446204babd7d,0.0
Abar,exp:92fb8f85d95c43b79793c5e03a609945,0.0
